INFO:root:Scraping for search term tomography
INFO:root:Scraping for search term tomography
INFO:root:Scraping for search term tomography
INFO:root:Scraping for search term tomography
INFO:root:Adding one tomuscle cellsnew mentions total16.0
INFO:root:Adding one tomuscle cellsnew mentions total17.0
INFO:root:Adding one toimaging toolsnew mentions total12.0
INFO:root:Adding one torecently developednew mentions total23.0
INFO:root:Adding one toultrasound imagingnew mentions total59.0
INFO:root:Adding one toultrasound imagesnew mentions total43.0
INFO:root:Adding one tomean squarenew mentions total15.0
INFO:root:Adding one tohealthy participantsnew mentions total38.0
INFO:root:Adding one toelectrical stimulationnew mentions total12.0
INFO:root:Adding one tomuscle cellsnew mentions total19.0
INFO:root:Adding one tomuscle cellsnew mentions total20.0
INFO:root:Adding one toimaging toolsnew mentions total7.0
INFO:root:Adding one torecently developednew mentions total20.0
INFO:root:Adding one tomuscle cellsnew mentions total24.0
INFO:root:Adding one tomuscle cellsnew mentions total29.0
INFO:root:Adding one tosmooth musclenew mentions total24.0
INFO:root:Adding one toimaging toolsnew mentions total11.0
INFO:root:Adding one torecently developednew mentions total16.0
INFO:root:Adding one toolder adultsnew mentions total48.0
INFO:root:Adding one tomechanical propertiesnew mentions total54.0
INFO:root:Adding one tomuscle cellsnew mentions total23.0
INFO:root:Adding one tosmooth musclenew mentions total32.0
INFO:root:Adding one toolder adultsnew mentions total53.0
INFO:root:Adding one tomechanical propertiesnew mentions total61.0
INFO:root:Adding one tomuscle cellsnew mentions total37.0
INFO:root:Adding one tosmooth musclenew mentions total51.0
INFO:root:Adding one toolder adultsnew mentions total51.0
INFO:root:Adding one tomechanical propertiesnew mentions total75.0
INFO:root:Scraping for search term hypothermia
INFO:root:Scraping for search term rats
INFO:root:Adding one tobrain regionsnew mentions total116.0
INFO:root:Adding one tobrain regionnew mentions total14.0
INFO:root:Adding one tobrain regionsnew mentions total108.0
INFO:root:Adding one tobrain regionnew mentions total11.0
INFO:root:Adding one toextracellular matrixnew mentions total32.0
INFO:root:Adding one tosmooth musclenew mentions total29.0
INFO:root:Adding one toextracellular matrixnew mentions total38.0
INFO:root:Adding one tosmooth musclenew mentions total23.0
INFO:root:Adding one tobrain tissuenew mentions total28.0
INFO:root:Adding one toextracellular matrixnew mentions total33.0
INFO:root:Adding one tosmooth musclenew mentions total24.0
INFO:root:Adding one tobrain tissuenew mentions total33.0
INFO:root:Adding one topathological changesnew mentions total21.0
INFO:root:Adding one totherapeutic efficacynew mentions total13.0
INFO:root:Adding one tobrain regionsnew mentions total159.0
INFO:root:Adding one tobrain regionnew mentions total10.0
INFO:root:Adding one tobrain tissuenew mentions total39.0
INFO:root:Adding one tomouse modelnew mentions total61.0
INFO:root:Adding one topathological changesnew mentions total22.0
INFO:root:Adding one totherapeutic efficacynew mentions total17.0
INFO:root:Adding one tobrain regionsnew mentions total195.0
INFO:root:Adding one tobrain regionnew mentions total12.0
INFO:root:Adding one tobrain tissuenew mentions total38.0
INFO:root:Adding one tobrain regionsnew mentions total176.0
INFO:root:Adding one tobrain regionnew mentions total21.0
INFO:root:Adding one tomouse modelnew mentions total52.0
INFO:root:Adding one topathological changesnew mentions total27.0
INFO:root:Adding one totherapeutic efficacynew mentions total17.0
INFO:root:Adding one tobrain regionsnew mentions total177.0
INFO:root:Adding one tobrain regionnew mentions total22.0
INFO:root:Adding one tobrain tissuenew mentions total32.0
INFO:root:Adding one tobrain regionsnew mentions total179.0
INFO:root:Adding one tobrain regionnew mentions total23.0
INFO:root:Adding one tomouse modelnew mentions total49.0
INFO:root:Adding one torat modelnew mentions total37.0
INFO:root:Adding one tobrain tissuenew mentions total41.0
INFO:root:Adding one tobrain regionsnew mentions total165.0
INFO:root:Adding one tobrain regionnew mentions total21.0
INFO:root:Adding one torat modelnew mentions total36.0
INFO:root:Adding one tobrain structurenew mentions total29.0
INFO:root:Adding one toneuronal activitynew mentions total27.0
INFO:root:Adding one tofluorescence imagingnew mentions total101.0
INFO:root:Adding one tofrontal cortexnew mentions total17.0
INFO:root:Adding one tosignaling pathwaynew mentions total31.0
INFO:root:Adding one tosignaling pathwaysnew mentions total27.0
INFO:root:Adding one torat modelnew mentions total38.0
INFO:root:Scraping for search term n
INFO:root:Scraping for search term microscopy
INFO:root:Adding one totemporal resolutionnew mentions total26.0
INFO:root:Adding one topotential applicationsnew mentions total15.0
INFO:root:Adding one toimaging techniquenew mentions total53.0
INFO:root:Adding one tofluorescence microscopynew mentions total49.0
INFO:root:Adding one tomass spectrometrynew mentions total31.0
INFO:root:Adding one toenergy dispersivenew mentions total14.0
INFO:root:Adding one tostructural changesnew mentions total36.0
INFO:root:Adding one tocell typesnew mentions total33.0
INFO:root:Adding one tomicroscopy imagesnew mentions total11.0
INFO:root:Adding one tobreast cancernew mentions total323.0
INFO:root:Adding one topotential usenew mentions total13.0
INFO:root:Adding one towide varietynew mentions total13.0
INFO:root:Adding one toimaging techniquenew mentions total54.0
INFO:root:Adding one tofluorescence microscopynew mentions total50.0
INFO:root:Adding one toblood cellsnew mentions total15.0
INFO:root:Adding one tored bloodnew mentions total14.0
INFO:root:Adding one tostructural changesnew mentions total37.0
INFO:root:Adding one tomicroscopy imagesnew mentions total12.0
INFO:root:Adding one tocell membranenew mentions total23.0
INFO:root:Adding one tomicroscopy imagesnew mentions total13.0
INFO:root:Adding one toimaging methodsnew mentions total33.0
INFO:root:Adding one toepithelial cellnew mentions total13.0
INFO:root:Adding one toepithelial cellsnew mentions total31.0
INFO:root:Adding one tophase contrastnew mentions total19.0
INFO:root:Adding one tofluorescence microscopynew mentions total51.0
INFO:root:Adding one toenergy dispersivenew mentions total15.0
INFO:root:Adding one tofluorescence microscopynew mentions total52.0
INFO:root:Adding one tomechanical propertiesnew mentions total65.0
INFO:root:Adding one totemporal resolutionnew mentions total27.0
INFO:root:Adding one topotential applicationsnew mentions total16.0
INFO:root:Adding one topresent worknew mentions total19.0
INFO:root:Adding one towell understoodnew mentions total16.0
INFO:root:Adding one toflow ratenew mentions total11.0
INFO:root:Adding one topotential applicationsnew mentions total17.0
INFO:root:Adding one towell understoodnew mentions total17.0
INFO:root:Adding one tomicroscopy imagesnew mentions total14.0
INFO:root:Adding one tonew approachnew mentions total21.0
INFO:root:Adding one tocell typesnew mentions total34.0
INFO:root:Adding one tofluorescence imagingnew mentions total30.0
INFO:root:Adding one tofluorescence microscopynew mentions total53.0
INFO:root:Adding one tomicroscopy imagesnew mentions total15.0
INFO:root:Adding one toimaging techniquenew mentions total55.0
INFO:root:Adding one tounderlying mechanismnew mentions total14.0
INFO:root:Adding one tomicroscopy imagesnew mentions total16.0
INFO:root:Adding one toenergy dispersivenew mentions total16.0
INFO:root:Adding one towound healingnew mentions total24.0
INFO:root:Adding one tomicroscopy imagesnew mentions total17.0
INFO:root:Adding one topresent worknew mentions total20.0
INFO:root:Adding one toimages takennew mentions total13.0
INFO:root:Adding one tofinite elementnew mentions total43.0
INFO:root:Adding one tocell linenew mentions total32.0
INFO:root:Adding one tocell linesnew mentions total46.0
INFO:root:Adding one tofirst stepnew mentions total24.0
INFO:root:Adding one tofluorescence microscopynew mentions total54.0
INFO:root:Adding one tophase contrastnew mentions total20.0
INFO:root:Adding one toimaging methodsnew mentions total34.0
INFO:root:Adding one tofluorescence microscopynew mentions total55.0
INFO:root:Adding one tolarge numbernew mentions total25.0
INFO:root:Adding one totemporal resolutionnew mentions total28.0
INFO:root:Adding one toet alnew mentions total46.0
INFO:root:Adding one tomicroscopy imagesnew mentions total10.0
INFO:root:Adding one tosignaling pathwaynew mentions total21.0
INFO:root:Adding one tonew approachnew mentions total23.0
INFO:root:Adding one tocell membranenew mentions total23.0
INFO:root:Adding one tobiomedical applicationsnew mentions total18.0
INFO:root:Adding one tofluorescence microscopynew mentions total49.0
INFO:root:Adding one todrug deliverynew mentions total57.0
INFO:root:Adding one towide varietynew mentions total15.0
INFO:root:Adding one tomass spectrometrynew mentions total28.0
INFO:root:Adding one toimaging techniquenew mentions total48.0
INFO:root:Adding one tosignaling pathwaynew mentions total22.0
INFO:root:Adding one tofluorescence microscopynew mentions total50.0
INFO:root:Adding one tomorphological featuresnew mentions total16.0
INFO:root:Adding one tomicroscopy imagesnew mentions total11.0
INFO:root:Adding one totemporal resolutionnew mentions total23.0
INFO:root:Adding one topotential applicationsnew mentions total14.0
INFO:root:Adding one toimaging techniquenew mentions total49.0
INFO:root:Adding one tofluorescence microscopynew mentions total51.0
INFO:root:Adding one tomass spectrometrynew mentions total29.0
INFO:root:Adding one toenergy dispersivenew mentions total13.0
INFO:root:Adding one tostructural changesnew mentions total38.0
INFO:root:Adding one tocell typesnew mentions total36.0
INFO:root:Adding one tomicroscopy imagesnew mentions total12.0
INFO:root:Adding one tobreast cancernew mentions total312.0
INFO:root:Adding one topotential usenew mentions total16.0
INFO:root:Adding one towide varietynew mentions total16.0
INFO:root:Adding one toimaging techniquenew mentions total50.0
INFO:root:Adding one tofluorescence microscopynew mentions total52.0
INFO:root:Adding one toblood cellsnew mentions total18.0
INFO:root:Adding one tored bloodnew mentions total16.0
INFO:root:Adding one tostructural changesnew mentions total39.0
INFO:root:Adding one tomicroscopy imagesnew mentions total13.0
INFO:root:Adding one tocell membranenew mentions total24.0
INFO:root:Adding one tomicroscopy imagesnew mentions total14.0
INFO:root:Adding one toimaging methodsnew mentions total33.0
INFO:root:Adding one toepithelial cellnew mentions total10.0
INFO:root:Adding one toepithelial cellsnew mentions total28.0
INFO:root:Adding one tophase contrastnew mentions total21.0
INFO:root:Adding one tofluorescence microscopynew mentions total53.0
INFO:root:Adding one toenergy dispersivenew mentions total14.0
INFO:root:Adding one tofluorescence microscopynew mentions total54.0
INFO:root:Adding one tomechanical propertiesnew mentions total63.0
INFO:root:Adding one totemporal resolutionnew mentions total24.0
INFO:root:Adding one tomicroscopy imagesnew mentions total15.0
INFO:root:Adding one tomass spectrometrynew mentions total30.0
INFO:root:Adding one tofirst stepnew mentions total22.0
INFO:root:Adding one topresent worknew mentions total17.0
INFO:root:Adding one topresent worknew mentions total18.0
INFO:root:Adding one tofinite elementnew mentions total32.0
INFO:root:Adding one tocommercially availablenew mentions total32.0
INFO:root:Adding one tocell linenew mentions total31.0
INFO:root:Adding one tocell linesnew mentions total46.0
INFO:root:Adding one tofirst stepnew mentions total23.0
INFO:root:Adding one tofluorescence microscopynew mentions total55.0
INFO:root:Adding one tophase contrastnew mentions total22.0
INFO:root:Adding one toimaging methodsnew mentions total34.0
INFO:root:Adding one tofluorescence microscopynew mentions total56.0
INFO:root:Adding one totemporal resolutionnew mentions total15.0
INFO:root:Adding one tomicroscopy imagesnew mentions total13.0
INFO:root:Adding one toimaging techniquenew mentions total49.0
INFO:root:Adding one tomicroscopy imagesnew mentions total14.0
INFO:root:Adding one toreal timenew mentions total32.0
INFO:root:Adding one tomechanical propertiesnew mentions total47.0
INFO:root:Adding one toenergy dispersivenew mentions total10.0
INFO:root:Adding one toextracellular matrixnew mentions total33.0
INFO:root:Adding one toflow ratenew mentions total12.0
INFO:root:Adding one tosurface morphologynew mentions total10.0
INFO:root:Adding one toreal timenew mentions total33.0
INFO:root:Adding one tonew insightsnew mentions total20.0
INFO:root:Adding one toimaging techniquesnew mentions total84.0
INFO:root:Adding one toimaging techniquenew mentions total50.0
INFO:root:Adding one totemporal resolutionnew mentions total16.0
INFO:root:Adding one tofluorescence microscopynew mentions total57.0
INFO:root:Adding one tofluorescence imagingnew mentions total19.0
INFO:root:Adding one tonew insightsnew mentions total21.0
INFO:root:Adding one toreal timenew mentions total34.0
INFO:root:Adding one totissue samplesnew mentions total22.0
INFO:root:Adding one tofluorescence microscopynew mentions total58.0
INFO:root:Adding one tomechanical propertiesnew mentions total48.0
INFO:root:Adding one tosurface morphologynew mentions total11.0
INFO:root:Adding one towide varietynew mentions total15.0
INFO:root:Adding one tophase contrastnew mentions total14.0
INFO:root:Adding one tofinite elementnew mentions total31.0
INFO:root:Adding one tosmooth musclenew mentions total30.0
INFO:root:Adding one tomicroscopy imagesnew mentions total15.0
INFO:root:Adding one tosignaling pathwaynew mentions total20.0
INFO:root:Adding one tonew approachnew mentions total22.0
INFO:root:Adding one tocell membranenew mentions total16.0
INFO:root:Adding one tobiomedical applicationsnew mentions total16.0
INFO:root:Adding one tofluorescence microscopynew mentions total59.0
INFO:root:Adding one todrug deliverynew mentions total52.0
INFO:root:Adding one towide varietynew mentions total16.0
INFO:root:Adding one tomass spectrometrynew mentions total28.0
INFO:root:Adding one toreal timenew mentions total35.0
INFO:root:Adding one totemporal resolutionnew mentions total17.0
INFO:root:Adding one totemporal resolutionnew mentions total18.0
INFO:root:Adding one tophase contrastnew mentions total15.0
INFO:root:Adding one toimaging techniquenew mentions total51.0
INFO:root:Adding one tosignaling pathwaynew mentions total21.0
INFO:root:Adding one tofluorescence microscopynew mentions total60.0
INFO:root:Adding one tomorphological featuresnew mentions total13.0
INFO:root:Adding one tomicroscopy imagesnew mentions total16.0
INFO:root:Adding one totemporal resolutionnew mentions total19.0
INFO:root:Adding one topotential applicationsnew mentions total13.0
INFO:root:Adding one toimaging techniquenew mentions total52.0
INFO:root:Adding one tofluorescence microscopynew mentions total61.0
INFO:root:Adding one tomass spectrometrynew mentions total29.0
INFO:root:Adding one toenergy dispersivenew mentions total11.0
INFO:root:Adding one tostructural changesnew mentions total30.0
INFO:root:Adding one tocell typesnew mentions total32.0
INFO:root:Adding one tomicroscopy imagesnew mentions total17.0
INFO:root:Adding one tobreast cancernew mentions total279.0
INFO:root:Adding one topotential usenew mentions total16.0
INFO:root:Adding one towide varietynew mentions total17.0
INFO:root:Adding one toimaging techniquenew mentions total53.0
INFO:root:Adding one tofluorescence microscopynew mentions total62.0
INFO:root:Adding one toblood cellsnew mentions total17.0
INFO:root:Adding one tored bloodnew mentions total18.0
INFO:root:Adding one toeven thoughnew mentions total29.0
INFO:root:Adding one tofinite elementnew mentions total32.0
INFO:root:Adding one toimaging methodsnew mentions total37.0
INFO:root:Adding one toimaging techniquenew mentions total48.0
INFO:root:Adding one tomicroscopy imagesnew mentions total11.0
INFO:root:Adding one toimaging methodsnew mentions total38.0
INFO:root:Adding one toenergy dispersivenew mentions total13.0
INFO:root:Adding one tobiomedical applicationsnew mentions total13.0
INFO:root:Adding one towide varietynew mentions total19.0
INFO:root:Adding one totemporal resolutionnew mentions total29.0
INFO:root:Adding one tonew approachnew mentions total16.0
INFO:root:Adding one tonew approachnew mentions total17.0
INFO:root:Adding one towide varietynew mentions total20.0
INFO:root:Adding one tolarge numbernew mentions total24.0
INFO:root:Adding one tomicroscopy imagesnew mentions total12.0
INFO:root:Adding one tofinite elementnew mentions total13.0
INFO:root:Adding one toet alnew mentions total46.0
INFO:root:Adding one toimaging techniquenew mentions total49.0
INFO:root:Adding one toimaging methodsnew mentions total39.0
INFO:root:Adding one toenergy dispersivenew mentions total14.0
INFO:root:Adding one totemporal resolutionnew mentions total30.0
INFO:root:Adding one topresent worknew mentions total16.0
INFO:root:Adding one toexisting methodsnew mentions total7.0
INFO:root:Adding one tocancer cellsnew mentions total36.0
INFO:root:Adding one tobiomedical applicationsnew mentions total14.0
INFO:root:Adding one tofluorescence microscopynew mentions total44.0
INFO:root:Adding one tonew approachnew mentions total18.0
INFO:root:Adding one tocommercially availablenew mentions total28.0
INFO:root:Adding one togreat potentialnew mentions total30.0
INFO:root:Adding one totemporal resolutionnew mentions total31.0
INFO:root:Adding one tomicroscopy imagesnew mentions total13.0
INFO:root:Adding one toimaging techniquenew mentions total50.0
INFO:root:Adding one tomicroscopy imagesnew mentions total14.0
INFO:root:Adding one toreal timenew mentions total30.0
INFO:root:Adding one tomechanical propertiesnew mentions total26.0
INFO:root:Adding one toenergy dispersivenew mentions total15.0
INFO:root:Adding one toextracellular matrixnew mentions total39.0
INFO:root:Adding one toflow ratenew mentions total14.0
INFO:root:Adding one tosurface morphologynew mentions total16.0
INFO:root:Adding one toreal timenew mentions total31.0
INFO:root:Adding one tonew insightsnew mentions total20.0
INFO:root:Adding one toimaging techniquesnew mentions total87.0
INFO:root:Adding one toimaging techniquenew mentions total51.0
INFO:root:Adding one totemporal resolutionnew mentions total32.0
INFO:root:Adding one tofluorescence microscopynew mentions total45.0
INFO:root:Adding one tofluorescence imagingnew mentions total26.0
INFO:root:Adding one tonew insightsnew mentions total21.0
INFO:root:Adding one toreal timenew mentions total32.0
INFO:root:Adding one totissue samplesnew mentions total15.0
INFO:root:Adding one tofluorescence microscopynew mentions total46.0
INFO:root:Adding one tomechanical propertiesnew mentions total27.0
INFO:root:Adding one tosurface morphologynew mentions total17.0
INFO:root:Adding one towide varietynew mentions total21.0
INFO:root:Adding one tophase contrastnew mentions total11.0
INFO:root:Adding one tofinite elementnew mentions total14.0
INFO:root:Adding one tosmooth musclenew mentions total24.0
INFO:root:Adding one tomicroscopy imagesnew mentions total15.0
INFO:root:Adding one tosignaling pathwaynew mentions total17.0
INFO:root:Adding one tonew approachnew mentions total19.0
INFO:root:Adding one tocell membranenew mentions total10.0
INFO:root:Adding one tobiomedical applicationsnew mentions total15.0
INFO:root:Adding one tofluorescence microscopynew mentions total47.0
INFO:root:Adding one todrug deliverynew mentions total29.0
INFO:root:Adding one towide varietynew mentions total22.0
INFO:root:Adding one tomass spectrometrynew mentions total30.0
INFO:root:Adding one toreal timenew mentions total33.0
INFO:root:Adding one totemporal resolutionnew mentions total33.0
INFO:root:Adding one totemporal resolutionnew mentions total34.0
INFO:root:Adding one tophase contrastnew mentions total12.0
INFO:root:Adding one toimaging techniquenew mentions total52.0
INFO:root:Adding one tosignaling pathwaynew mentions total18.0
INFO:root:Adding one tofluorescence microscopynew mentions total48.0
INFO:root:Adding one tomorphological featuresnew mentions total14.0
INFO:root:Adding one tomicroscopy imagesnew mentions total16.0
INFO:root:Adding one tofluorescence imagingnew mentions total27.0
INFO:root:Adding one topressure gradientnew mentions total14.0
INFO:root:Adding one tomicroscopy imagesnew mentions total11.0
INFO:root:Adding one tofluorescence imagingnew mentions total19.0
INFO:root:Adding one tofluorescence microscopynew mentions total45.0
INFO:root:Adding one tofinite elementnew mentions total26.0
INFO:root:Adding one toimaging techniquesnew mentions total92.0
INFO:root:Adding one toimaging techniquenew mentions total46.0
INFO:root:Adding one totemporal resolutionnew mentions total31.0
INFO:root:Adding one tomicroscopy imagesnew mentions total12.0
INFO:root:Adding one toeven thoughnew mentions total28.0
INFO:root:Adding one toamino acidnew mentions total10.0
INFO:root:Adding one topotential applicationsnew mentions total11.0
INFO:root:Adding one toamino acidnew mentions total11.0
INFO:root:Adding one toreal timenew mentions total36.0
INFO:root:Adding one tomicroscopy imagesnew mentions total13.0
INFO:root:Adding one toet alnew mentions total49.0
INFO:root:Adding one towell knownnew mentions total26.0
INFO:root:Adding one toimaging methodsnew mentions total29.0
INFO:root:Adding one toimaging techniquenew mentions total47.0
INFO:root:Adding one topotential usenew mentions total14.0
INFO:root:Adding one tomechanical propertiesnew mentions total38.0
INFO:root:Adding one togreat potentialnew mentions total32.0
INFO:root:Adding one tomicroscopy imagesnew mentions total14.0
INFO:root:Adding one toimaging methodsnew mentions total30.0
INFO:root:Adding one toenergy dispersivenew mentions total14.0
INFO:root:Adding one tobiomedical applicationsnew mentions total14.0
INFO:root:Adding one towide varietynew mentions total20.0
INFO:root:Adding one totemporal resolutionnew mentions total32.0
INFO:root:Adding one tonew approachnew mentions total20.0
INFO:root:Adding one tonew approachnew mentions total21.0
INFO:root:Adding one towide varietynew mentions total21.0
INFO:root:Adding one tolarge numbernew mentions total29.0
INFO:root:Adding one tomicroscopy imagesnew mentions total15.0
INFO:root:Adding one tofinite elementnew mentions total27.0
INFO:root:Adding one toet alnew mentions total50.0
INFO:root:Adding one toimaging techniquenew mentions total48.0
INFO:root:Adding one toimaging methodsnew mentions total31.0
INFO:root:Adding one toenergy dispersivenew mentions total15.0
INFO:root:Adding one totemporal resolutionnew mentions total33.0
INFO:root:Adding one topresent worknew mentions total17.0
INFO:root:Adding one toexisting methodsnew mentions total8.0
INFO:root:Adding one tocancer cellsnew mentions total54.0
INFO:root:Adding one tobiomedical applicationsnew mentions total15.0
INFO:root:Adding one toarticle presentsnew mentions total10.0
INFO:root:Adding one tofluorescence microscopynew mentions total46.0
INFO:root:Adding one tonew approachnew mentions total22.0
INFO:root:Adding one tocommercially availablenew mentions total33.0
INFO:root:Adding one togreat potentialnew mentions total33.0
INFO:root:Adding one totemporal resolutionnew mentions total34.0
INFO:root:Adding one tomicroscopy imagesnew mentions total16.0
INFO:root:Adding one toimaging techniquenew mentions total49.0
INFO:root:Adding one tomicroscopy imagesnew mentions total17.0
INFO:root:Adding one toreal timenew mentions total37.0
INFO:root:Adding one tomechanical propertiesnew mentions total39.0
INFO:root:Adding one toenergy dispersivenew mentions total16.0
INFO:root:Adding one toextracellular matrixnew mentions total34.0
INFO:root:Adding one toflow ratenew mentions total10.0
INFO:root:Adding one tosurface morphologynew mentions total13.0
INFO:root:Adding one toreal timenew mentions total38.0
INFO:root:Adding one tonew insightsnew mentions total31.0
INFO:root:Adding one toimaging techniquesnew mentions total93.0
INFO:root:Adding one toimaging techniquenew mentions total50.0
INFO:root:Adding one totemporal resolutionnew mentions total35.0
INFO:root:Adding one tofluorescence microscopynew mentions total47.0
INFO:root:Adding one tofluorescence imagingnew mentions total20.0
INFO:root:Adding one tonew insightsnew mentions total32.0
INFO:root:Adding one toreal timenew mentions total39.0
INFO:root:Adding one totissue samplesnew mentions total11.0
INFO:root:Adding one tofluorescence microscopynew mentions total48.0
INFO:root:Adding one tomechanical propertiesnew mentions total40.0
INFO:root:Adding one tosurface morphologynew mentions total14.0
INFO:root:Adding one towide varietynew mentions total22.0
INFO:root:Adding one tophase contrastnew mentions total14.0
INFO:root:Adding one tofinite elementnew mentions total28.0
INFO:root:Adding one tosmooth musclenew mentions total25.0
INFO:root:Adding one tomorphological featuresnew mentions total17.0
INFO:root:Adding one togreat potentialnew mentions total40.0
INFO:root:Adding one togreat potentialnew mentions total41.0
INFO:root:Adding one tolast decadesnew mentions total24.0
INFO:root:Adding one tomechanical propertiesnew mentions total50.0
INFO:root:Adding one tolarge numbernew mentions total36.0
INFO:root:Adding one togreat potentialnew mentions total42.0
INFO:root:Adding one toet alnew mentions total53.0
INFO:root:Adding one toimaging techniquenew mentions total61.0
INFO:root:Adding one toenergy dispersivenew mentions total12.0
INFO:root:Adding one toimaging techniquenew mentions total62.0
INFO:root:Adding one toeven thoughnew mentions total38.0
INFO:root:Adding one tofluorescence imagingnew mentions total27.0
INFO:root:Adding one tomechanical propertiesnew mentions total51.0
INFO:root:Adding one tomicroscopy imagesnew mentions total21.0
INFO:root:Adding one tonew approachnew mentions total21.0
INFO:root:Adding one totemporal resolutionnew mentions total26.0
INFO:root:Adding one tofluorescence imagingnew mentions total28.0
INFO:root:Adding one tofluorescence microscopynew mentions total34.0
INFO:root:Adding one tofinite elementnew mentions total35.0
INFO:root:Adding one toimaging techniquesnew mentions total96.0
INFO:root:Adding one toimaging techniquenew mentions total63.0
INFO:root:Adding one totemporal resolutionnew mentions total27.0
INFO:root:Adding one tomicroscopy imagesnew mentions total22.0
INFO:root:Adding one toeven thoughnew mentions total39.0
INFO:root:Adding one toamino acidnew mentions total10.0
INFO:root:Adding one topotential applicationsnew mentions total16.0
INFO:root:Adding one toamino acidnew mentions total11.0
INFO:root:Adding one toreal timenew mentions total33.0
INFO:root:Adding one tomicroscopy imagesnew mentions total23.0
INFO:root:Adding one toet alnew mentions total54.0
INFO:root:Adding one towell knownnew mentions total26.0
INFO:root:Adding one toimaging methodsnew mentions total20.0
INFO:root:Adding one toimaging techniquenew mentions total64.0
INFO:root:Adding one topotential usenew mentions total16.0
INFO:root:Adding one tomechanical propertiesnew mentions total52.0
INFO:root:Adding one togreat potentialnew mentions total43.0
INFO:root:Adding one tomicroscopy imagesnew mentions total24.0
INFO:root:Adding one toimaging methodsnew mentions total21.0
INFO:root:Adding one toenergy dispersivenew mentions total13.0
INFO:root:Adding one tobiomedical applicationsnew mentions total16.0
INFO:root:Adding one towide varietynew mentions total18.0
INFO:root:Adding one totemporal resolutionnew mentions total28.0
INFO:root:Adding one tonew approachnew mentions total22.0
INFO:root:Adding one tonew approachnew mentions total23.0
INFO:root:Adding one towide varietynew mentions total19.0
INFO:root:Adding one tolarge numbernew mentions total37.0
INFO:root:Adding one tomicroscopy imagesnew mentions total25.0
INFO:root:Adding one tofinite elementnew mentions total36.0
INFO:root:Adding one toet alnew mentions total55.0
INFO:root:Adding one toimaging techniquenew mentions total65.0
INFO:root:Adding one toimaging methodsnew mentions total22.0
INFO:root:Adding one toenergy dispersivenew mentions total14.0
INFO:root:Adding one totemporal resolutionnew mentions total29.0
INFO:root:Adding one topresent worknew mentions total32.0
INFO:root:Adding one toexisting methodsnew mentions total10.0
INFO:root:Adding one tocancer cellsnew mentions total95.0
INFO:root:Adding one tobiomedical applicationsnew mentions total17.0
INFO:root:Adding one toarticle presentsnew mentions total12.0
INFO:root:Adding one tofluorescence microscopynew mentions total35.0
INFO:root:Adding one tonew approachnew mentions total24.0
INFO:root:Adding one tocommercially availablenew mentions total33.0
INFO:root:Adding one togreat potentialnew mentions total44.0
INFO:root:Adding one tomicroscopy imagesnew mentions total26.0
INFO:root:Adding one todrug releasenew mentions total27.0
INFO:root:Adding one toconfocal laser scanning microscopynew mentions total9.0
INFO:root:Adding one toeven thoughnew mentions total40.0
INFO:root:Adding one toenergy dispersivenew mentions total15.0
INFO:root:Adding one tofluorescence imagingnew mentions total29.0
INFO:root:Adding one topressure gradientnew mentions total19.0
INFO:root:Adding one toimaging techniquesnew mentions total97.0
INFO:root:Adding one toimaging techniquenew mentions total66.0
INFO:root:Adding one tonew approachnew mentions total25.0
INFO:root:Adding one towell knownnew mentions total27.0
INFO:root:Adding one topresent worknew mentions total33.0
INFO:root:Adding one tomicroscopy imagesnew mentions total27.0
INFO:root:Adding one toet alnew mentions total56.0
INFO:root:Adding one tomicroscopy imagesnew mentions total28.0
INFO:root:Adding one towide varietynew mentions total20.0
INFO:root:Adding one totemporal resolutionnew mentions total30.0
INFO:root:Adding one toreal timenew mentions total51.0
INFO:root:Adding one totissue samplesnew mentions total9.0
INFO:root:Adding one toet alnew mentions total61.0
INFO:root:Adding one toenergy dispersivenew mentions total11.0
INFO:root:Adding one tofluorescence microscopynew mentions total33.0
INFO:root:Adding one toeven thoughnew mentions total42.0
INFO:root:Adding one toimaging techniquesnew mentions total90.0
INFO:root:Adding one toimaging techniquenew mentions total62.0
INFO:root:Adding one tonew insightsnew mentions total31.0
INFO:root:Adding one tomicroscopy imagesnew mentions total19.0
INFO:root:Adding one tomicroscopy imagesnew mentions total20.0
INFO:root:Adding one tobiomedical applicationsnew mentions total17.0
INFO:root:Adding one tocell linenew mentions total41.0
INFO:root:Adding one toepithelial cellnew mentions total16.0
INFO:root:Adding one toshed lightnew mentions total20.0
INFO:root:Adding one tofluorescence microscopynew mentions total34.0
INFO:root:Adding one toextracellular matrixnew mentions total35.0
INFO:root:Adding one tomechanical propertiesnew mentions total49.0
INFO:root:Adding one tomorphological featuresnew mentions total14.0
INFO:root:Adding one togreat potentialnew mentions total36.0
INFO:root:Adding one togreat potentialnew mentions total37.0
INFO:root:Adding one tolast decadesnew mentions total27.0
INFO:root:Adding one tomechanical propertiesnew mentions total50.0
INFO:root:Adding one tolarge numbernew mentions total44.0
INFO:root:Adding one togreat potentialnew mentions total38.0
INFO:root:Adding one toet alnew mentions total62.0
INFO:root:Adding one toimaging techniquenew mentions total63.0
INFO:root:Adding one tofluorescence microscopynew mentions total35.0
INFO:root:Adding one toenergy dispersivenew mentions total12.0
INFO:root:Adding one toimaging techniquenew mentions total64.0
INFO:root:Adding one toeven thoughnew mentions total43.0
